,time,812,813,814,536,537,538,539,540,541,551,552,553,549,548,550,743,744,499,530,531,532,533,534,535,1029,1030,691,1031,770,771,772,773,774,775,776,889,890,891,894,893,892,896,897,979,980,981,982,987,988,989,990,991,992,993,709,708,711,710,812_loess,813_loess,814_loess,536_loess,537_loess,538_loess,539_loess,540_loess,541_loess,551_loess,552_loess,553_loess,549_loess,548_loess,550_loess,742_loess,743_loess,744_loess,499_loess,530_loess,531_loess,532_loess,533_loess,534_loess,535_loess,1029_loess,1030_loess,691_loess,1031_loess,770_loess,771_loess,772_loess,773_loess,774_loess,775_loess,776_loess,889_loess,890_loess,891_loess,894_loess,893_loess,892_loess,895_loess,896_loess,897_loess,979_loess,980_loess,981_loess,982_loess,987_loess,988_loess,989_loess,990_loess,991_loess,992_loess,993_loess,709_loess,708_loess,711_loess,710_loess
232,2019-05-01,3925.4,4605.6,4575.25,2548,2042,2577,2252.5,2176,2344,2099,2133.5,1958.5,2390,2468.5,2468.5,4322.5,4331,1777.5,5379.5,3941,6023,6059,5439.3335,3518.5,1732.5,1923.3334,1937.75,1663,2321,2170.6667,3062,3930,1826.25,1864,3162.5,3911.8,3983,3885,3355.6667,3067.375,2840.1428,3406.5715,3638.1428,3080.625,3370.1,2971.7,2745.3,3157.2,2765.8,3180.1667,3284.6667,2913.3333,2941,2656.3333,345,397,3507,3601,3717.26333132807,4736.45260564991,4729.70624013104,2559.98343320833,2325.67215942992,2684.21935118901,2506.17311384945,2453.05718698661,2763.67230410433,2200.03745446882,2159.29977789437,2123.97324130601,2636.38776199296,2639.01971785943,2639.01971785943,3684.22084012988,4053.07149369536,4286.85794601452,1648.48919687632,5038.24777078835,3719.55051825436,5480.71783080045,5771.25243142173,5392.81762968849,3592.25718373913,1684.97265850854,1799.21553462998,1851.11312767939,1584.30660613389,1727.19382248529,1939.12551020883,2488.36227855308,3957.36841859744,1852.91747709297,1958.31578078063,2908.74666234769,3495.9033165889,3129.71703622523,3395.20901060234,2359.23197749095,2308.87959075196,2014.65705921772,2199.83013365219,2235.93022703251,2384.76036826656,3196.84997832232,3529.11214933228,3193.63015197946,2874.1255753811,3127.4810524473,2654.64666775406,3180.85479233299,3966.15649500817,3299.14204140764,3554.40905767334,3039.9875614196,780.628000799746,732.276411852911,3330.6688751251,3615.66259814791
233,2019-06-01,3676,5257.5,5080.6665,2606.8333,2707,2796,2718.125,2780.5,3262,2377,2227.3333,2248.3333,2814.6667,2903.6667,2903.6667,4052.7856,5208,2024.5,4841,3550,4702,5575,5960,3458,1884.875,1875.75,2034.375,1704.875,1726,2289,2838,4752.5,1765,2027.5,2775.5,3329.25,3217.6667,3507.25,2618.25,2322.4,1833.5,2543.4,2636.5,2601,3070.75,2521.1,2587.5,2813.2,2463,2825.875,3201,2435,2366.5,2342.5,830,730,3215,3591.3333,3878.9020963922,4972.92369803257,4846.68955039498,2508.20123073155,2438.04767760695,3079.11776042994,2784.25622126951,2633.19860662365,2996.88020597652,2278.92302170139,2189.41088571524,2176.2833333813,2746.28407055548,2758.37294843497,2758.37294843497,4274.44255829979,4246.63367770769,4480.9048192478,1712.83392413543,4957.96893511856,3653.33715563466,5423.64644395041,5721.0614377831,5071.74041359665,3290.66287747164,1773.8189382572,1814.84091053542,1886.72239124818,1673.3729017993,1913.97609059802,2315.62236678498,2967.33875667127,4776.96945946818,1786.274842801,1901.03592206261,2760.9954343472,3362.81747908358,3027.11991103246,3355.08398925503,2338.30958425309,2184.47172491549,1844.00379763625,2118.19411683342,2132.20444366642,2277.97964173664,2689.12066983391,3034.34517973677,2633.07426941209,2546.40604183115,2889.44189776116,2481.33100946615,2879.02696736408,3261.36328194976,2672.35635480084,2768.46671639227,2543.18320943534,789.58977749577,727.738780240741,3355.01628274503,3586.51909092424
234,2019-07-01,4140.5,5241,5462,2301,2649.5,3774,3224.2,2829.881,3204.9045,2463.5,2202.5,2302,3095,2885.5,2885.5,4580,4693.6665,1726,3987,3010,5375,5630,4661,2954.5,1781.6666,1661,1752.5,1611.75,2242.6667,3066.6667,4676.5,6337,1709,1755.3334,2366,3053.4,2784,2885.25,2240.3333,1967,1629.5,1889.4,2044.6,2285.5,2612.25,2153.4285,2232.6667,2617.4167,2251,2565,2650.25,2383.6667,2342.6667,2251,820,752,3597,4446.6665,3931.00519530932,5160.19940057002,4782.98122520805,2445.01107656259,2481.83977060224,3384.22030302062,3019.8468957396,2813.8017589779,3274.98220442419,2312.60732966319,2204.16092876442,2207.27461808941,2797.8314337963,2875.10555935712,2875.10555935712,4679.57664348088,4288.37341309647,4543.96028071944,1693.96442917717,4853.83360570399,3567.85081053855,5136.46530847634,5413.09592707899,4704.48832511644,2923.72859528588,1813.45411358236,1776.42831365306,1880.21913823844,1752.64729963125,1960.26666329092,2299.86799677205,2673.76912584629,3915.22706003847,1710.15753112858,1837.45118209898,2430.29881434414,3304.87396773019,3016.80109776105,2927.99610454502,2213.53304010595,2000.19692820757,1652.78823442167,2050.17961809535,2049.0485374754,2150.10417606591,2342.6059901632,2640.33031597942,2273.83653946904,2283.59747207336,2653.06149111057,2321.44721483609,2619.02695545088,2840.11889498398,2331.85020474651,2285.43808420805,2286.7119138903,772.367838278847,707.242532979735,3310.53090295857,3503.68621791794
235,2019-08-01,4121.5,5222.75,4212,2472.875,2400,4781,3708.1667,4649,5003,2144.3333,2193.6667,2171.3333,2717,2950.3333,2950.3333,4370,4490,1529.5,4707,3545,5089,5177,4396,2279.5,1847,1811.1666,1899.6666,1945.1666,1934.25,2720,4099.3335,5683.3335,1690.3334,1812.5,2055,3182,2387.3333,2343.5,1633.25,1689.5,1438.2,1765,1774.6666,2026.0714,2170.5,1976.8334,2018.6666,2561.9167,2240.5,2503.5,2691,2044.5,2014.5,2265,666.5,658,3151.3333,3260,3843.33282695361,5098.18994531732,4692.39135376291,2335.51569368481,2366.90448557242,3471.44999713689,3021.45342673304,2858.05797975901,3357.36778953925,2253.48279410773,2159.26898416052,2158.76265614436,2713.21428139067,2850.71969782786,2850.71969782786,4814.24550697753,4221.62568976878,4366.36603386184,1627.31223793923,4757.78605414725,3393.83436907953,4778.73313195748,4899.85699816297,4294.42698173962,2595.35729859491,1795.49292624389,1722.94442492338,1822.70726522695,1793.86606149551,1905.96726143066,2154.89339842799,2486.71237115432,3499.3106349123,1648.76340362522,1750.39670009127,2147.45507706524,3494.65658092333,3106.30366976085,2557.28010971057,1916.92158239261,1743.47125304,1538.38489038532,1787.19140800275,1793.26190454087,1860.37414069556,2128.48700673037,2343.92542367747,2104.48031380683,2098.98227190129,2431.55401787239,2161.91696793152,2384.19416088623,2634.65351657624,2193.0413425058,2131.76533934892,2147.41113677031,709.904708670396,658.446852190293,3191.31946480404,3374.7212316823
236,2019-09-01,3551,5094.6665,4573,2267.1667,2068,3709.6667,2651.375,3028.6667,3732.3333,2380,2249,2162,2604,2962,2962,3848.2,3854.8,1534.1666,4960.5,3986.5,4418,4349,3797.25,2421,1750.3334,1556.25,1748,1864.1666,1768.5238,1722,2331,2781,1506.5,1627,1962,4027.5,3280,2106.5,1753.3334,1499.5,1520,1588.6666,1598.6666,1920.5,2086.75,2051.875,1870.9286,2071.6667,1924,1970.6,2344.5,2139,2010,1952.5,586,522,3065,3248,3638.15387026013,4834.1209624777,4448.85535180606,2203.38294122985,2171.00142945137,3374.17516292821,2850.21712420815,2812.23699016029,3307.45637903409,2066.4310738834,2024.84674606823,2003.51842042018,2451.14996999954,2659.52772183866,2659.52772183866,4608.74536661328,4128.00118656016,4051.50637153017,1606.4345372445,4620.58087411037,3248.37255620281,4141.61014978986,4114.09222412368,3992.83299566397,2346.01718849376,1770.5369391972,1726.76580499879,1797.14457183115,1832.15614963642,1753.49767539736,2004.75536274466,2374.04082133221,2827.88478094387,1614.11075641772,1678.0576206974,1947.27974718108,3682.55670634934,3197.30322987532,2388.88831247981,1707.67587830489,1540.13801755249,1432.86809978414,1631.72553404357,1647.44367368979,1672.40750107481,2051.86554113538,2202.38861362147,2063.99144247788,2055.65415613117,2266.790411378,2087.58925741421,2216.16921240214,2662.59239765766,2507.82216580378,2117.77279450818,2131.62654163491,672.613074897378,621.191556610561,3031.06349969135,3202.77386019151
237,2019-10-01,3274.5,4120.2,4408.5,1930.5,1965.6666,2819,2538.5,2599.6667,3104,1656,1656.6666,1650.3334,1956.6666,2188,2188,3990.5,3678.6667,1781.5,3877.5,2871,2993.5,2730.5,3427.3333,2024,1719.125,1755.25,1747.375,1788.625,1551.3334,1640,2078.25,2537.25,1620,1599.5,1698.75,4202.75,3609.25,2501.6667,1468.5,1379.5,1335,1577,1662.75,2086.375,2095.75,2064.375,2077.25,2151,2019,2208.1667,2584,2360,2009.5,1833.6666,754,656,2590,2741,3353.24297827477,4521.30071171382,4205.81668973689,2064.49040780369,2003.57188449812,3019.84630980962,2516.56958600401,2701.90053596367,3172.38274027763,1904.85351811136,1885.09803506122,1854.96983680148,2158.1043983501,2431.70253577592,2431.70253577592,4202.50911966811,4064.59164176304,3835.44379279464,1603.65272309898,4463.47969798804,3038.30242122874,3473.21569080715,3391.6229941135,3925.42340309224,2311.94333385285,1748.52038812672,1728.99360175059,1794.97768905536,1824.11891434523,1554.74445122065,1612.51752245352,2003.18578440455,2438.09217825552,1595.95701031627,1621.99441142336,1830.68451392757,3826.23425946905,3264.9140727872,2358.45753874774,1641.49898832486,1421.15691175371,1371.92665102473,1561.56710354336,1565.92339714049,1549.09371100447,2292.75639784938,2402.40366805141,2258.6881876892,2220.79331984198,2690.67616958229,2274.41354464674,2652.07855386226,2909.53175852535,3367.7807114203,2269.44117424611,2261.46046241847,656.590044930671,602.900661261017,2943.78375975068,3187.08289336481
238,2019-11-01,3115,4390,3800,1926.8,1927,2437.6,2111.3333,2458,2630,1711.5,1725,1712.25,1940.5,2154.5,2154.5,4138.3335,3762,1543.5,4341.5,2962.5,2579,2483,3939.6667,2358,1756.75,1840,1841.5,1811.75,1284.6666,1260.3334,1522.6666,1937.6666,1612.3334,1604,1845.6666,3616.4126,3015.1458,2459.2292,1709,1263.5,1215,1460,1253.5,2246.2,2525.125,2250.875,2431.5,2486.75,2279.125,2054.6667,3567,4704,2698,2767,585,528,3078,3502.5,3131.67635709557,4146.60079445756,3898.82727915795,1936.59395899352,1886.78829202817,2613.13663392113,2277.81630412095,2493.20820965506,2795.87580305426,1735.52644378441,1725.20622245517,1706.46342854249,1895.55129140201,2168.98705616656,2168.98705616656,3723.13240194259,4085.86536509696,3734.17296055079,1642.41145692654,4522.21921982053,2989.61558955978,3239.26329928145,3129.28040666803,4091.73566564097,2479.27406032401,1742.83874407927,1722.60706313074,1810.68470348951,1793.72830655067,1412.17447392718,1411.78854121872,1736.2625142995,2113.58505851794,1600.99064915045,1608.16871490881,1731.23892885715,3873.34702379687,3228.83097245328,2393.15630113169,1652.95013611801,1404.62056446661,1359.47164493509,1560.21462005014,1535.59389494508,1507.21584264183,2904.0884011913,2954.60373409172,2684.33188827694,2615.43738803541,3444.84052392291,2766.36112294186,3354.52754436178,3319.28224954167,4174.10890160638,2644.74463658211,2697.06215015027,655.668972667125,623.802885133981,2923.67856952826,3234.48683821718
239,2019-12-01,2939.6,3682.2,3528.75,1868.5,1745,2322.8,2157.5,2306,2490,1702.6666,1695.6666,1677,1565.6666,1997.5,1997.5,4301.2,3734,1637,3940,2758,3007,2865,4493,2685,2214,1629,1833.25,2091.5,1319.75,1230.5,1451.6666,1771.3334,1616.5,1529.5,1607.5,3804.0833,3092.1943,2317.2224,1641.0209,1458,1405.8401,1543.2,1514.3167,3948.3333,3908.5,3791.8333,3314.375,4648.5,3536.8,4280.75,5723,5449,5235,5465,850,749,2872.2617,3184.2856,2985.81178396331,3860.63102439383,3572.6598490913,1866.81743288564,1818.5955338415,2374.81754457035,2119.16286858142,2353.5409566145,2547.21021399566,1628.19793425288,1617.82895769889,1609.0909876669,1768.98228619759,2042.00188954761,2042.00188954761,3272.68748121828,4090.41054587872,3710.00828347006,1664.41672910642,4811.34503875269,3224.4682531862,3575.10389411921,3375.00449615236,4526.27836883561,2891.10087202945,1736.90095745259,1685.20216430176,1773.23293081712,1764.33723328061,1330.23479434217,1327.45866779723,1561.63891904601,1855.30121603062,1783.6837181036,1678.5481451164,1789.6503558562,3839.70108302947,3232.64025095175,2498.46869721573,1753.68649559658,1482.76184280029,1404.48610224918,1616.70095093696,1555.46235652651,1509.86809369596,3563.98071594858,3606.96118419557,3197.93917277433,2915.64717434166,4452.97718581905,3498.03145491591,4207.65853388804,3833.43604625442,4738.14817014358,3171.69372530084,3283.89552114988,622.459755957293,632.558962508375,2948.0648714215,3295.42416653878
240,2020-01-01,2886.6667,3637.75,3169.2,1820.3334,1750.6666,2251.8,2011.1666,2279.75,2391.375,1458,1438.3334,1431.6666,1708.6666,1835,1835,3850.4,3674,1888.75,5246,3496,4501.16666666667,4445.75,5296,3872,1743.9762,1042,801,1740.27776666667,1286.6666,1399.3334,1587.5,1736,1529.3334,1821,1566.6666,3974.25,3367.5,2378.9446,1862.4584,1607.1667,1507.2667,1567.85,1559.2833,4673.5,4710,3517.5,1783,5462.5,4441.75,5223.75,4100.7619,4078.11904285714,3572.7381,3867.5238,456,613.5,3222.5,3922,2866.9953914123,3601.70252091407,3349.90969791592,1838.09908155383,1778.80513410967,2284.81515331598,2035.43549435921,2269.73796012302,2442.14497784762,1585.70559815503,1574.29433729906,1561.3932304963,1785.64542183133,2031.56798011753,2031.56798011753,2857.47095289181,4068.57413953795,3696.86035063748,1675.0554618185,5261.59914216887,3493.1252662484,4417.38741320868,4156.58134252359,4963.81130743885,3298.7417117922,1712.78162735427,1632.04837003269,1708.17677124525,1717.78154540369,1341.93649100185,1340.23996524676,1563.39204243104,1811.89601732561,2158.80206466245,1948.10991913247,2299.46407806193,3859.80989575632,3346.15871095472,2786.75730922891,1928.93586640261,1651.00024464367,1499.93155428331,1686.37062490156,1622.20068348278,1593.10289818733,4118.84127613393,4117.26778628278,3743.31994856673,3189.62648583369,4708.42684187393,4094.21863361799,4917.97897384501,4308.93954439154,5007.24550697424,3751.45150515534,3876.86345686288,627.178170854278,654.94845325415,2848.51813007543,3177.49024339542
241,2020-02-01,2752.8,3294.4,3318,1763,1777.75,2239,1878.125,2165.75,2333.5,1592.5,1526,1548,1841,2292,2292,4081.6667,3626.25,1618.6666,5901.6665,3845.6667,6506.5,6769,5378.5,3792.5,1685.5,1586.75,1576.23214285714,1678.375,1455.5,1252.75,1257.75,1563.3334,2957.4526,2049.5,2712.5,3950.75,3638.8333,3306.4446,2187.4583,1882.9792,1663.4668,1783.1967,1771.3,4347.5,4404.1665,4653.375,3273.5,6507.5,5283,5564,5454.5,5266.5,4946,6535,621.6667,649.6667,2596,2839,2800.62525486128,3415.4885652211,3220.95411687873,1849.74906836956,1773.26640736565,2268.75405060689,2042.88865588099,2230.2421817695,2431.36069777242,1549.2786759712,1554.6398169456,1534.02519723857,1906.38765275029,2038.71701046734,2038.71701046734,2496.22888967767,3993.58647238587,3744.87078178034,1684.84919053836,5563.07817487944,3710.14015846761,5361.16493183591,5123.28085911643,5318.02876688736,3667.89280627796,1659.52556543517,1596.48702857953,1643.41349282759,1635.81749285059,1994.64013480576,1611.67400380112,2719.00310475496,2334.49140855958,2767.72689031079,2515.74291526989,3288.11223509404,3832.61104840073,3445.96776603116,3270.14683036431,2139.30485552505,1857.00413799955,1600.82278928365,1744.02465059091,1697.35354079077,1701.95455434509,4224.56859495799,4270.5760953011,3910.52984608967,3349.10884021823,4613.62528255556,4469.34222058103,5075.09705014902,4560.04818046619,4908.67317231347,4015.25943072049,3913.2669581674,646.433392341672,674.219040869492,2695.71014875469,3001.26319621014
242,2020-03-01,2669,3296.25,3018.5,1913.75,1800,2249.1667,2112,2225.25,2563.3333,1500.5,1617,1510.5,2290,1924,1924,3979.125,3784,1699.75,5811,4179,5748.75,5766.16666666667,5333.38095714286,3663.42857142857,1504,1566.75,1590.25,1389.75,1600.5,1697.75,1885.25,2823.3333,2707,3248,5075.3335,3620.5,3537.3057,3953.5557,2408.0833,2065.771,1521,1325.3334,1282,4230.3335,4200.25,4133.4,3636.1667,4335,4563,5058.5,4940,5123,4657,5074,837,758,2403,2777.5,2777.83245564684,3330.59094616906,3210.4088844321,1893.8009697924,1792.71069387049,2274.02798107863,2101.62793813982,2220.29298371625,2448.12687307905,1572.13899693291,1586.29123933565,1570.72084314462,2018.69524151192,2136.52720874885,2136.52720874885,2531.21595532731,4044.71067252019,3919.42192777792,1663.13567873843,5573.73669943641,3762.92436376471,6252.98485586004,6049.70188737975,5579.92281891101,3926.79898127133,1595.05581653797,1601.29013599451,1600.93396318774,1558.6492444506,2747.55739004489,2070.62639455772,3622.94433333332,3630.30068910398,3575.6105375676,3295.38001289943,4499.40216118777,3781.1344380122,3442.2353756566,3869.01123426008,2368.77258650419,2078.58563204326,1729.41786368128,1824.76833949791,1787.96022301053,1831.44165837071,3847.42029888161,4020.44646984814,3783.53266015457,3262.30224724734,4387.4863059447,4359.75201907501,4947.96620625305,4536.34445413335,4439.89278510443,3903.67742254566,3687.67733093813,678.51798541981,676.184092714019,2542.02346404592,2784.35132796682
243,2020-04-01,2920.6667,3226.3333,3250.25,1989.25,1778,2395,2294.75,2226,2413.8333,1624,1629,1667.3334,2031,2202,2202,3373.5,4162.5,1506,5157.1333,3594.13334,7503,7478,6108,4279,1578.125,1674.5,1670.25,1495.875,3648.6667,2783.5,4640.6665,6034.5,4470,4443,6096,3692.5,3213.25,2528.6667,2519,2286.1667,1945.3334,1888.25,1999.5,3108.25,3489.8,3224.5,2984,3928.5,2475,4568,4092.3333,3505.3333,3453.6667,3445.5,701.5,676,2406.5,2451,2762.6545073248,3338.68123074176,3254.90300643025,1948.00041751907,1823.28500981981,2301.75315177115,2201.51207636154,2386.46850299782,2659.83716032899,1636.25440417519,1636.4184872725,1635.73813839959,2074.38336470428,2256.74847021387,2256.74847021387,2930.00154138956,4218.58363246874,4187.47235557307,1706.04473736884,5536.56537512648,3797.63887293016,6851.41440193231,6789.41222385278,5773.06545240673,4087.11047526469,1555.38851829621,1624.80814585546,1608.24319221131,1503.97717604381,3624.22032069128,2646.78350169624,4640.66649999999,4785.52825203654,4649.78376876327,4088.79821960946,5531.95780894851,3708.16529164875,3385.02557672316,4239.44222871559,2468.23495101699,2206.54671726143,1801.95552684813,1865.91103522042,1832.44415848817,1874.34706105639,3290.69337956637,3592.00265248267,3396.08842450155,3019.50903715864,3995.95301373441,4003.80846849346,4477.44077948155,4277.98328244002,3751.61171066391,3597.11794406172,3563.60015187569,695.994015281782,668.592794881009,2497.94668997007,2676.18844122655
244,2020-05-01,2629.6,3475.8,3393.8,1999.125,1895.25,2096,2222.8,2289.3333,2552,1807,1673.5,1664.5,2024.5,2520,2520,4440.5,4776.6665,1978.3334,5461.416625,3803.166675,7301,7396,5849.5,4270.5,1486.75,1599.75,1550,1492.75,4822,3618,6600,7303.5,7147,5002.25,6371.5,3957,4094,4889,3053.3333,2602.75,2301,2665.4,2658.75,2576.4285,3152.6,2882.875,2690.25,3689.4,3398.625,3837.5833,3763,2800.5,2727.5,2589,617,610,2568.5,2811,3197.15797409885,3438.4606265936,3425.33041411219,2080.14974741549,2207.40656214038,2576.79246191648,2582.6755265728,2768.80630199751,3077.83895599256,2659.05268797224,2491.88764841279,2688.88396852267,2526.73431503156,2708.6685119253,2708.6685119253,3448.49378606637,4342.75550671994,4372.18865437014,1728.1042284572,5386.05004645269,3763.38843232637,7174.60671232107,7181.40121733742,6017.01287491579,4191.04601536709,1553.83532150788,1645.2744082467,1604.88781763296,1498.57165070415,4372.38564746144,3244.8956007668,5368.45062703733,6120.21477289218,5758.89124247563,4712.92279759978,6011.28321699098,3623.28008428292,3334.5181472934,4424.1339484708,2416.29329050516,2196.48482940519,1824.18472907731,1850.44645191602,1840.37984644597,1878.57070763961,2735.70800137543,3131.91225870018,2812.7007740789,2692.83055095495,3719.45276594648,3474.91176705867,3910.16964913739,3767.57565997096,3072.01021783971,2954.77823830607,2918.24313409548,688.309681261929,644.491303012995,2548.80153233415,2638.34828049277
245,2020-06-01,2045,2439,1997,1941,1631,2654,2407.1667,3397.8809,3779.5715,1715,1912.5,1654,2038.5,2181,2181,4888,4557.6665,1773,5489.541625,3837.916675,7596,7606,6269,4387,1725,1744.625,1663.875,1758,5142,3655,6593.5,6996.6665,7469,4979.5,5923,3212,3304.6667,4443,2351,2110.6667,1840,1878,1855.6,2264.4167,2646.6667,2055.6667,2292,3549.4,2986.2,3251.3333,3339.6667,2604.3333,2449.6667,2475,703.6667,610.6667,2724.5,2531.5,3708.11772372155,3765.10077361164,3712.34385623496,2397.33572944173,2767.30421133763,3067.34519536141,3269.49484313702,3287.93294908314,3641.67824200765,3658.95413508444,3406.47434188309,3600.05864015143,3135.04563892729,3314.71995930435,3314.71995930435,4112.39278256624,4408.67225679344,4449.27889276967,1754.02495024455,5214.09810131189,3727.14170669424,7065.94548123016,7099.32559050529,5988.00730035838,4031.68928854041,1544.40685199303,1632.16699734733,1582.60679789305,1501.95360149537,4756.70684523045,3689.8572107489,5778.7152652216,6874.74673058639,6914.00004906807,5144.29556718096,6114.37509820705,3566.87018459551,3302.47171583958,4351.53254768392,2293.01468527149,2098.61332886187,1786.43758199993,1785.88827120824,1777.03898198874,1798.79498946886,2339.25050583788,2742.42119117821,2415.39153401288,2378.40599766309,3405.03671860999,2990.88332045696,3464.75730037194,3349.85181735596,2665.54078011002,2545.73114288792,2562.7053831946,674.550805256135,620.777429516454,2594.52141654301,2658.027616291
246,2020-07-01,4415.6665,3691.6667,3858,2896.25,3525,4070,4319.5,3935.6667,4341.3335,4915.6665,4611.3335,4711.3335,3978.6667,4023,4023,4082,4198.4233,1717.9763,4887,3692,6497.5,6521.5,6930.5,3801,1437.5,1560.5,1436.5,1423.5,4823.6665,4026,6325,6652.5,7689.5,5521,5899.6665,3546,3371,3772,2003.6666,1867,1609.6,1647.25,1593.25,2003,2334,2127.2,2084.2856,3095.75,2625,2972.25,2892.5,2405,2191,2373.3333,702.5953,643.73816,2554,2740.5,4425.32494376024,4235.74786943403,4055.96758753879,3034.84331632993,3510.07572032889,3987.48216942907,4172.9845875725,3993.65732237885,4404.68095808087,4915.66649999997,4611.33350000006,4711.3335000001,3978.6667,3829.70388598643,3829.70388598643,4677.42392275532,4375.42605931868,4379.91833134001,1724.07884004086,5015.73301104335,3640.19799406926,6672.78996068799,6703.96862261068,5901.00174779106,3639.69624436278,1558.12452707731,1621.84062066941,1591.82540780059,1518.28121090516,4757.99257699465,3685.99075235499,6164.60328056071,6580.63841857142,7561.44777108965,5371.59498786537,6228.73620232953,3426.44021005447,3216.79460204758,3636.82740109793,2088.09225091387,1895.53757453873,1670.16818283291,1651.07647564472,1651.64629657062,1690.9493606305,2121.9146541959,2436.91181533119,2140.9510474353,2146.77713856775,3027.11643578397,2613.50666523728,3180.7614536905,3038.28530723075,2439.17828077286,2321.10282284076,2365.9362988618,686.77244317582,622.972222930731,2677.48619414533,2732.5161449497
247,2020-08-01,5935,5258.2,4611,4638.9165,5611,6477.4,5426.5,5156.1665,5868,6181.3335,5531.3335,5970.6665,5409.5,4635,4635,4281.6,4444,1624,4626.666625,3248.791675,6147.2,6157.6,5608.3335,2890.3333,1578.75,1582.875,1639,1561.375,4949.6665,4020,5423,6374.5,8152.6665,6557.6665,6856.6665,3355,3016.8,2772,1822.8,1637,1516.6,1400.6666,1665.2858,2042.2,2262.375,2065,1974.625,2528,2027,3385.88094285714,2744.6667,2320.3333,2354,2303.3333,618,546.5,2576.5,2612,4694.02687634331,4655.572688235,4417.59291325017,3530.04196612893,3860.77346162032,4025.90256257145,4770.12127801954,3775.20112489985,4184.08072239652,4511.55543333333,4235.44456666667,4268.33343333333,3570.8889,4143.88549726218,4143.88549726218,4859.15940565843,4272.03582269361,4189.38033051306,1694.46998348035,4879.96861107286,3541.67827596026,6159.69942064111,6211.73954347839,5791.67688630116,3143.78200227935,1556.03005956888,1605.6207573711,1590.23715569673,1520.49931000815,4342.8439598036,3402.13774061422,5290.0102548461,5843.33735320935,6742.62243610045,4891.05167510951,5992.16612078182,3272.42688495175,3011.12250615268,2941.80327521936,1898.56037517506,1708.10381760987,1580.07007728684,1478.15735655674,1495.10445711432,1572.80329441193,2133.68803809068,2324.44226642671,2091.42523881184,2081.26050077232,2752.25563507021,2345.1444837086,2971.93270919137,2837.53632796743,2331.71084194185,2198.50916275716,2220.60929227366,705.593612092393,652.295931632037,2834.50161869361,2940.52302040603
248,2020-09-01,5915.75,6362.25,4940.25,5675.8,6982.5,6362.4,5795.4165,5787,6385,6128,5955,5966.5,4568.6665,4194.6665,4194.6665,4415.6,3952.8,1695,5358.5,3635,5707.2,5827.5,5773,2638,1613.3334,1643.8334,1657.6666,1571.1666,3814,3073,4358.6665,5038,6818.5,5186.6665,6576,2809,2626.75,2072,1770.8334,1529.3334,1515,1310.3334,1356.3334,1864.375,1928.6,1768.1666,1874,2042.1666,2240,2270.5,2700,2055,1871,1996.5,848,801,3226.1191,3385.476,4753.86270931871,4870.52702149654,4637.9201454644,3786.87455158773,4007.53807104512,4171.61792550156,4768.7628516117,3715.4210213598,4114.66921972955,4068.43962466538,3780.16954757729,3799.46554440055,3133.11145721078,3978.67513931754,3978.67513931754,4640.37448531078,4194.53390207028,4071.98701350728,1725.49281629605,4805.96655073543,3419.79767002111,5683.44298015387,5728.78160912922,5676.86296494798,3025.25480095211,1553.54352258922,1595.11062796303,1584.72233552326,1509.79752086321,3617.19692685303,2959.67658050763,4189.68809187552,4853.00681605231,5734.93334850923,4079.36468310805,5437.26569636493,3165.8197705756,2799.98161805388,2339.27568122106,1751.52491907241,1609.41972768653,1547.9444561145,1381.4394050719,1396.93444109025,1483.44444636501,2480.58893502309,2551.00312499122,2364.0045883339,2261.17808466319,2792.4138241469,2329.48075417059,3018.05278894554,2770.7621493917,2329.93755058837,2167.70112526142,2109.96830146855,698.590102742283,667.624904167901,3121.89045978472,3283.29634170547
249,2020-10-01,4855,5367.6665,4751.3335,4357.3335,4566,4391.75,4627.5,3705.5,4121,3703.3333,3483.6667,3382.3333,2755.3333,3505.3333,3505.3333,3836.25,3711.3333,1749.75,4709.6665,3244.6667,3590,3606,5465.6665,2628.6667,1497.5,1568.3334,1485.8334,1462.25,2097,2062.8,2752.8,3492.6667,4399.5,2888,4369.3335,3034.3333,2764,1987.2,1718.25,1554,1588.6666,1516,1525,2978.25,2856.2,2679.8,2578.25,2858.25,2111,2736.5,2805,2583,2292,1911,593,504,3322.6667,3546.3333,4899.02398774712,4886.66665047335,4628.6935315013,4034.95038955496,4471.54250204851,4329.0977058599,4383.5159528777,3677.43686182097,4101.25120725998,3650.83584072066,3370.81175907565,3340.57846731344,2653.88816604164,3635.9964550292,3635.9964550292,4175.09458968758,4174.44360762522,4031.70008821817,1824.10430864934,5003.40460767207,3533.43123809223,5363.69765501555,5276.07024164279,5820.02290955516,3329.44431033793,1563.63342186723,1606.3901172274,1591.34723278714,1483.57911216211,2874.46478434133,2391.30214646464,3162.5202664062,3708.98370943604,4779.4506003809,3396.18674323864,4610.26823822876,3082.51551698035,2638.55507515435,1967.85860364949,1641.89144516795,1581.87890950775,1549.87461472076,1317.52312112319,1329.50455658965,1390.96862128649,3055.74000670027,3045.56718293261,2870.49503714469,2669.84386096579,3081.9813531927,2620.75807519391,3189.86512073065,2844.05548774517,2376.7760075037,2374.66703603577,2114.25573414823,752.113811017626,690.236333423942,3590.53203761214,3777.13401940451
